varietal,description,color,encoded,parsed
Riesling,vegetal tinned dominates honeyed overall disjointed tired bracingly white,white,14,vegetal tinned dominates honeyed overall disjointed tired bracingly white
Riesling,introverted relatively neutral slight earthiness savory defining lingering beefy brininess liebfruenstift white,white,14,introverted relatively neutral slight earthiness savory defining lingering beefy brininess liebfruenstift white
Riesling,exceptionally feet delicate quaffable juxtaposes pristine tangerine savory pollen pitched acidic ready hold white,white,14,exceptionally feet delicate quaffable juxtaposes pristine tangerine savory pollen pitched acidic ready hold white
Riesling,pollen lend earthy lemon tangerine sugar gossamer texture grapefruit toned drives marked pleasantly bitter pith hazelnut white,white,14,pollen lend earthy lemon tangerine sugar gossamer texture grapefruit toned drives marked pleasantly bitter pith hazelnut white
Riesling,poised finely structured deliciously mouth lasting white,white,14,poised finely structured deliciously mouth lasting white
Riesling,distinct minerality intensely apricot dainty zippy flurry herbs brisk white,white,14,distinct minerality intensely apricot dainty zippy flurry herbs brisk white
Riesling,promising start perfumed marked lifted blossom peel concentrated tangerine honey electric vibe nervous lemon honed white,white,14,promising start perfumed marked lifted blossom peel concentrated tangerine honey electric vibe nervous lemon honed white
Riesling,lemon meld somewhat evocative jolly whiffs savory brisk white,white,14,lemon meld somewhat evocative jolly whiffs savory brisk white
Riesling,viscous oily texture vintages recent samples unevolved honey dried spices predominant themes citrusy making glacially white,white,14,viscous oily texture vintages recent samples unevolved honey dried spices predominant themes citrusy making glacially white
Riesling,noted taste sweetness whatsoever sour cardboard white,white,14,noted taste sweetness whatsoever sour cardboard white
Riesling,slightly rounded plump texture retains acids poached damp pleasingly harmonious finishing white,white,14,slightly rounded plump texture retains acids poached damp pleasingly harmonious finishing white
Riesling,fairly brought acids white,white,14,fairly brought acids white
Riesling,driven baked plump offering mouthfilling texture appeal white,white,14,driven baked plump offering mouthfilling texture appeal white
Riesling,overly redolent dried apricots hint shiitake mushroom gingery balances honeyed richness extends white,white,14,overly redolent dried apricots hint shiitake mushroom gingery balances honeyed richness extends white
Riesling,sparkler zesty lemon zest enlivened underlying minerality imported chapin llc white,white,14,sparkler zesty lemon zest enlivened underlying minerality imported chapin llc white
Riesling,complex sweetness allowing ready sooner minerality fragrant white,white,14,complex sweetness allowing ready sooner minerality fragrant white
Riesling,aromatic notions suggest bosc peel navel oranges crunch appleall conveying ripeness countered freshness fruited rounded harmoniously balanced total freshness white,white,14,aromatic notions suggest bosc peel navel oranges crunch appleall conveying ripeness countered freshness fruited rounded harmoniously balanced total freshness white
Riesling,offer jasmine drinks abundant white,white,14,offer jasmine drinks abundant white
Riesling,compelling intensity dimensions decades offer concentrated lingering finished white,white,14,compelling intensity dimensions decades offer concentrated lingering finished white
Riesling,layers fruits density weight length mouth explodes keeps bringing oranges peaches apricots nectarines apples white,white,14,layers fruits density weight length mouth explodes keeps bringing oranges peaches apricots nectarines apples white
Riesling,veins concentrated slightly voluptuous showcases pristine layers nectarine enveloped minerality likely improve holding decade white,white,14,veins concentrated slightly voluptuous showcases pristine layers nectarine enveloped minerality likely improve holding decade white
Riesling,bruised penetrate pert framed honey warmth briskly acidic midpalate white,white,14,bruised penetrate pert framed honey warmth briskly acidic midpalate white
Riesling,zippy drives delicate concentration white,white,14,zippy drives delicate concentration white
Riesling,oily clearly typical dried apricots baked dried spices finishing imported chapin llc white,white,14,oily clearly typical dried apricots baked dried spices finishing imported chapin llc white
Riesling,surprisingly plump accessible featuring rind upfront nectarine mouthwatering tasty near term drinker develop white,white,14,surprisingly plump accessible featuring rind upfront nectarine mouthwatering tasty near term drinker develop white
Riesling,yeasty roundness meets opulently cheeked grapefruit zest pulls interplay freshness dominates midpalate majestically staying white,white,14,yeasty roundness meets opulently cheeked grapefruit zest pulls interplay freshness dominates midpalate majestically staying white
Riesling,deliciously concentrated attractive hint freshness white,white,14,deliciously concentrated attractive hint freshness white
Riesling,apricot melon bolstered swathes blossom offering generous layers tropical pineapple straightforward fruitiness lip smacking honey white,white,14,apricot melon bolstered swathes blossom offering generous layers tropical pineapple straightforward fruitiness lip smacking honey white
Riesling,product relatively conditions lively flavored perfumed concentration white,white,14,product relatively conditions lively flavored perfumed concentration white
Riesling,dainty footprint impact abound tropical melon grounded savory backdrop dried tea brisk concentrated white,white,14,dainty footprint impact abound tropical melon grounded savory backdrop dried tea brisk concentrated white
Riesling,hint fronds lends pineapple vivacious zesty enlivens midpalate extends white,white,14,hint fronds lends pineapple vivacious zesty enlivens midpalate extends white
Riesling,generous meet zesty freshness tangerine peel bouncy fruitfulness lip smacking white,white,14,generous meet zesty freshness tangerine peel bouncy fruitfulness lip smacking white
Riesling,pleasantly plump custardy texture complex mouthfilling whirl ranging asphalt objectionable vanished leaving lingering beaming consider decanting near future hold sampling white,white,14,pleasantly plump custardy texture complex mouthfilling whirl ranging asphalt objectionable vanished leaving lingering beaming consider decanting near future hold sampling white
Riesling,terrific indefinable akin ear fungus intensely racy dried apricot pineapple excessive weight finishing white,white,14,terrific indefinable akin ear fungus intensely racy dried apricot pineapple excessive weight finishing white
Riesling,earthy hint lemon reveals glimpse riper freshness rules totally white,white,14,earthy hint lemon reveals glimpse riper freshness rules totally white
Riesling,expressive extroverted communicates loads dried nectarine flour build lasting aftertaste hold white,white,14,expressive extroverted communicates loads dried nectarine flour build lasting aftertaste hold white
